2024-03-04 17:46:29,485 INFO    StreamThr :7997 [internal.py:wandb_internal():86] W&B internal server running at pid: 7997, started at: 2024-03-04 17:46:29.485029
2024-03-04 17:46:29,486 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: status
2024-03-04 17:46:29,488 INFO    WriterThread:7997 [datastore.py:open_for_write():87] open: /home/mario/Projects/PLR/plr-exercise/wandb/run-20240304_174628-rlgazmwg/run-rlgazmwg.wandb
2024-03-04 17:46:29,488 DEBUG   SenderThread:7997 [sender.py:send():382] send: header
2024-03-04 17:46:29,488 DEBUG   SenderThread:7997 [sender.py:send():382] send: run
2024-03-04 17:46:29,831 INFO    SenderThread:7997 [dir_watcher.py:__init__():211] watching files in: /home/mario/Projects/PLR/plr-exercise/wandb/run-20240304_174628-rlgazmwg/files
2024-03-04 17:46:29,832 INFO    SenderThread:7997 [sender.py:_start_run_threads():1136] run started: rlgazmwg with start time 1709570788.560166
2024-03-04 17:46:29,843 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: check_version
2024-03-04 17:46:29,844 DEBUG   SenderThread:7997 [sender.py:send_request():409] send_request: check_version
2024-03-04 17:46:30,011 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: run_start
2024-03-04 17:46:30,012 DEBUG   HandlerThread:7997 [system_info.py:__init__():27] System info init
2024-03-04 17:46:30,012 DEBUG   HandlerThread:7997 [system_info.py:__init__():42] System info init done
2024-03-04 17:46:30,012 INFO    HandlerThread:7997 [system_monitor.py:start():194] Starting system monitor
2024-03-04 17:46:30,012 INFO    SystemMonitor:7997 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-04 17:46:30,013 INFO    HandlerThread:7997 [system_monitor.py:probe():214] Collecting system info
2024-03-04 17:46:30,013 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started cpu monitoring
2024-03-04 17:46:30,013 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started disk monitoring
2024-03-04 17:46:30,014 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started gpu monitoring
